FAAS SIMULATION SUMMARY
======================

Report generated: 2025-08-19 04:29:47
  rockpi_16 → rockpi_55: 45.78 MB in 13.51 s
  rockpi_16 → rockpi_56: 45.78 MB in 24.30 s
  rockpi_16 → rockpi_57: 45.78 MB in 4.12 s
  rockpi_16 → rockpi_59: 45.78 MB in 0.80 s
  rockpi_16 → rockpi_60: 45.78 MB in 1.11 s
  rockpi_16 → rockpi_63: 45.78 MB in 36.72 s
  rockpi_16 → rockpi_64: 45.78 MB in 0.40 s
  rockpi_16 → rockpi_65: 45.78 MB in 13.31 s
  rockpi_16 → rockpi_66: 45.78 MB in 1.64 s
  rockpi_16 → rockpi_68: 45.78 MB in 0.40 s
  rockpi_16 → rockpi_69: 45.78 MB in 34.07 s
  rockpi_16 → rockpi_7: 45.78 MB in 37.73 s
  rockpi_16 → rockpi_70: 45.78 MB in 35.33 s
  rockpi_16 → rockpi_72: 45.78 MB in 15.86 s
  rockpi_16 → rockpi_73: 45.78 MB in 2.02 s
  rockpi_16 → rockpi_74: 91.55 MB in 7.77 s
  rockpi_16 → rockpi_75: 45.78 MB in 1.50 s
  rockpi_16 → rockpi_9: 45.78 MB in 1.74 s
  rockpi_16 → rpi3_0: 98.23 MB in 67.67 s
  rockpi_16 → rpi3_1: 98.23 MB in 71.74 s
  rockpi_16 → rpi3_10: 98.23 MB in 74.90 s
  rockpi_16 → rpi3_11: 98.23 MB in 75.11 s
  rockpi_16 → rpi3_19: 98.23 MB in 10.21 s
  rockpi_16 → rpi3_2: 98.23 MB in 73.10 s
  rockpi_16 → rpi3_20: 98.23 MB in 15.39 s
  rockpi_16 → rpi3_21: 196.46 MB in 17.62 s
  rockpi_16 → rpi3_22: 98.23 MB in 5.93 s
  rockpi_16 → rpi3_23: 98.23 MB in 4.75 s
  rockpi_16 → rpi3_25: 98.23 MB in 12.22 s
  rockpi_16 → rpi3_26: 98.23 MB in 13.48 s
  rockpi_16 → rpi3_34: 98.23 MB in 47.85 s
  rockpi_16 → rpi3_35: 98.23 MB in 45.42 s
  rockpi_16 → rpi3_36: 98.23 MB in 35.60 s
  rockpi_16 → rpi3_37: 196.46 MB in 70.56 s
  rockpi_16 → rpi3_38: 98.23 MB in 32.17 s
  rockpi_16 → rpi3_42: 98.23 MB in 19.45 s
  rockpi_16 → rpi3_43: 98.23 MB in 22.78 s
  rockpi_16 → rpi3_44: 98.23 MB in 26.17 s
  rockpi_16 → rpi3_45: 98.23 MB in 63.27 s
  rockpi_16 → rpi3_46: 98.23 MB in 60.55 s
  rockpi_16 → rpi3_47: 98.23 MB in 56.24 s
  rockpi_16 → rpi3_5: 45.78 MB in 0.40 s
  rockpi_16 → rpi3_51: 98.23 MB in 29.55 s
  rockpi_16 → rpi3_52: 98.23 MB in 31.35 s
  rockpi_16 → rpi3_54: 98.23 MB in 44.99 s
  rockpi_16 → rpi3_55: 98.23 MB in 54.55 s
  rockpi_16 → rpi3_56: 98.23 MB in 60.33 s
  rockpi_16 → rpi3_57: 98.23 MB in 30.08 s
  rockpi_16 → rpi3_58: 98.23 MB in 34.54 s
  rockpi_16 → rpi3_59: 98.23 MB in 37.71 s
  rockpi_16 → rpi3_66: 98.23 MB in 38.67 s
  rockpi_16 → rpi3_67: 98.23 MB in 39.82 s
  rockpi_16 → rpi3_68: 98.23 MB in 37.98 s
  rockpi_16 → rpi3_70: 98.23 MB in 68.22 s
  rockpi_16 → rpi3_71: 98.23 MB in 65.89 s
  rockpi_16 → rpi3_9: 98.23 MB in 74.92 s
